======================================================================
ASPEN PLUS DEEP BLOCK INSPECTION
======================================================================
Loading: C:\Program Files\AspenTech\Aspen Plus V14.0\GUI\Examples\Hydrogen\Alkaline electrolysis\Industrial Scale Alkaline Electrolyzer\Industrial Scale Alkaline Electrolyzer.bkp
Inspecting Block: B1
  B1 | Path: \B1 | Value: V-DRUM1
      P_EST | Path: \B1\Output\P_EST | Value: None
      QCALC | Path: \B1\Output\QCALC | Value: 0.0
      QNET | Path: \B1\Output\QNET | Value: 0.0
      ROWSTAT | Path: \B1\Output\ROWSTAT | Value: 0
      ROWSTATSG | Path: \B1\Output\ROWSTATSG | Value: 0
      SENTRN_IN | Path: \B1\Output\SENTRN_IN | Value: 0
      SUBS_ATTR | Path: \B1\Output\SUBS_ATTR | Value: 0
      TEMP_OUT | Path: \B1\Output\TEMP_OUT | Value: 0
      TOT_ENTH_ABS | Path: \B1\Output\TOT_ENTH_ABS | Value: -2268738890.0
      TOT_ENTH_REL | Path: \B1\Output\TOT_ENTH_REL | Value: -2.0038293e-12
      TOT_MASS_ABS | Path: \B1\Output\TOT_MASS_ABS | Value: 163.685908
      TOT_MASS_REL | Path: \B1\Output\TOT_MASS_REL | Value: 0.0
      TOT_MOLE_ABS | Path: \B1\Output\TOT_MOLE_ABS | Value: 7.59824425
      TOT_MOLE_REL | Path: \B1\Output\TOT_MOLE_REL | Value: 0.0
      T_EST | Path: \B1\Output\T_EST | Value: 343.15
      UTIL_CO2RATE | Path: \B1\Output\UTIL_CO2RATE | Value: None
      UTIL_COST | Path: \B1\Output\UTIL_COST | Value: None
      UTIL_DUTY | Path: \B1\Output\UTIL_DUTY | Value: None
      UTL_ID | Path: \B1\Output\UTL_ID | Value: None
      UTL_USAGE | Path: \B1\Output\UTL_USAGE | Value: None
      VFRAC_OUT | Path: \B1\Output\VFRAC_OUT | Value: 0
      X | Path: \B1\Output\X | Value: 1
        KOH | Path: \B1\Output\X\KOH | Value: 0.0915836528
        H2 | Path: \B1\Output\X\H2 | Value: 1.69894193e-08
        O2 | Path: \B1\Output\X\O2 | Value: 9.71062897e-06
        H2O | Path: \B1\Output\X\H2O | Value: 0.90840662
      X1 | Path: \B1\Output\X1 | Value: 0
      X2 | Path: \B1\Output\X2 | Value: 0
      Y | Path: \B1\Output\Y | Value: 1
        KOH | Path: \B1\Output\Y\KOH | Value: 2.22989603e-97
        H2 | Path: \B1\Output\Y\H2 | Value: 0.00155882044
        O2 | Path: \B1\Output\Y\O2 | Value: 0.955108223
        H2O | Path: \B1\Output\Y\H2O | Value: 0.0433329562
      Y2 | Path: \B1\Output\Y2 | Value: 0
    CC Nodes | Path: \B1\CC Nodes | Value: None
      AEBLDIST | Path: \B1\CC Nodes\AEBLDIST | Value: 2
      AGEDIAM | Path: \B1\CC Nodes\AGEDIAM | Value: 2
      AGEND50 | Path: \B1\CC Nodes\AGEND50 | Value: 2
      AGEND63 | Path: \B1\CC Nodes\AGEND63 | Value: 2
      AGENEDER | Path: \B1\CC Nodes\AGENEDER | Value: 2
      AGENGGSN | Path: \B1\CC Nodes\AGENGGSN | Value: 2
      AGENGMV | Path: \B1\CC Nodes\AGENGMV | Value: 2
      AGENRRSBN | Path: \B1\CC Nodes\AGENRRSBN | Value: 2
      AGENSV | Path: \B1\CC Nodes\AGENSV | Value: 2
      BKOP | Path: \B1\CC Nodes\BKOP | Value: 1
      BYPASSED | Path: \B1\CC Nodes\BYPASSED | Value: 1
      BYPASSED2 | Path: \B1\CC Nodes\BYPASSED2 | Value: 1
      CCDYNFLSH | Path: \B1\CC Nodes\CCDYNFLSH | Value: 0
      CCDYNFLSH1 | Path: \B1\CC Nodes\CCDYNFLSH1 | Value: 1
      CCHEATCP | Path: \B1\CC Nodes\CCHEATCP | Value: 0
      CCHOLDUP | Path: \B1\CC Nodes\CCHOLDUP | Value: 0
      CCHTDYN | Path: \B1\CC Nodes\CCHTDYN | Value: 1
      CCHTDYN2 | Path: \B1\CC Nodes\CCHTDYN2 | Value: 1
      CCLAMBDA | Path: \B1\CC Nodes\CCLAMBDA | Value: 0
      CCTAPPR | Path: \B1\CC Nodes\CCTAPPR | Value: 0
      CCTMED | Path: \B1\CC Nodes\CCTMED | Value: 0
      CHEML | Path: \B1\CC Nodes\CHEML | Value: 1
      CHEMLOCK | Path: \B1\CC Nodes\CHEMLOCK | Value: 0
      COMPOBJ | Path: \B1\CC Nodes\COMPOBJ | Value: 1
      DYNCSH0 | Path: \B1\CC Nodes\DYNCSH0 | Value: 1
      DYNCSH1 | Path: \B1\CC Nodes\DYNCSH1 | Value: 1
      DYNCSH3 | Path: \B1\CC Nodes\DYNCSH3 | Value: 1
      DYNSH1 | Path: \B1\CC Nodes\DYNSH1 | Value: 1
      EBLDIST | Path: \B1\CC Nodes\EBLDIST | Value: 2
      ENTADD | Path: \B1\CC Nodes\ENTADD | Value: 0
      ENTBLKDG | Path: \B1\CC Nodes\ENTBLKDG | Value: 0
      ENTBLKPR | Path: \B1\CC Nodes\ENTBLKPR | Value: 0
      ENTBLKRP | Path: \B1\CC Nodes\ENTBLKRP | Value: 0
      ENTBLKSI | Path: \B1\CC Nodes\ENTBLKSI | Value: 0
      ENTBLKSIB | Path: \B1\CC Nodes\ENTBLKSIB | Value: 0
      ENTEOMOD | Path: \B1\CC Nodes\ENTEOMOD | Value: 0
      ENTHCADD | Path: \B1\CC Nodes\ENTHCADD | Value: 0
      ENTHCSET | Path: \B1\CC Nodes\ENTHCSET | Value: 0
      ENTIPT | Path: \B1\CC Nodes\ENTIPT | Value: 0
      ENTOPT | Path: \B1\CC Nodes\ENTOPT | Value: 1
      ENTPSD | Path: \B1\CC Nodes\ENTPSD | Value: 0
      ENTRE | Path: \B1\CC Nodes\ENTRE | Value: 0
      ENTUTL | Path: \B1\CC Nodes\ENTUTL | Value: 0
      EODEF | Path: \B1\CC Nodes\EODEF | Value: 1
      EOENT | Path: \B1\CC Nodes\EOENT | Value: 0
      EOENT1 | Path: \B1\CC Nodes\EOENT1 | Value: 0
      EOENT2 | Path: \B1\CC Nodes\EOENT2 | Value: 0
      EOPT1 | Path: \B1\CC Nodes\EOPT1 | Value: 1
      EOPT2 | Path: \B1\CC Nodes\EOPT2 | Value: 1
      EOPT3 | Path: \B1\CC Nodes\EOPT3 | Value: 1
      EOPT4 | Path: \B1\CC Nodes\EOPT4 | Value: 1
      ERRPARVAL1 | Path: \B1\CC Nodes\ERRPARVAL1 | Value: 1
      ERRPARVAL2 | Path: \B1\CC Nodes\ERRPARVAL2 | Value: 1
      ERRPARVAL3 | Path: \B1\CC Nodes\ERRPARVAL3 | Value: 1
      ERRPARVAL4 | Path: \B1\CC Nodes\ERRPARVAL4 | Value: 1
      ERRPARVAL5 | Path: \B1\CC Nodes\ERRPARVAL5 | Value: 1
      EXISTD | Path: \B1\CC Nodes\EXISTD | Value: 1
      EXISTP | Path: \B1\CC Nodes\EXISTP | Value: 1
      EXISTSP | Path: \B1\CC Nodes\EXISTSP | Value: 0
      EXISTST | Path: \B1\CC Nodes\EXISTST | Value: 1
      EXISTT | Path: \B1\CC Nodes\EXISTT | Value: 0
      EXISTVF | Path: \B1\CC Nodes\EXISTVF | Value: 0
      EXTGPSD | Path: \B1\CC Nodes\EXTGPSD | Value: 2
      FILESC | Path: \B1\CC Nodes\FILESC | Value: 2
      FIRSTSET | Path: \B1\CC Nodes\FIRSTSET | Value: 1
      FREE2 | Path: \B1\CC Nodes\FREE2 | Value: 1
      FREE3 | Path: \B1\CC Nodes\FREE3 | Value: 0
      FVCID1 | Path: \B1\CC Nodes\FVCID1 | Value: 1
      FVCID2 | Path: \B1\CC Nodes\FVCID2 | Value: 1
      FVCSENTENCE | Path: \B1\CC Nodes\FVCSENTENCE | Value: 1
      FVCVARIABLE | Path: \B1\CC Nodes\FVCVARIABLE | Value: 1
      FVNELEM | Path: \B1\CC Nodes\FVNELEM | Value: 1
      FVNID1 | Path: \B1\CC Nodes\FVNID1 | Value: 1
      FVNID2 | Path: \B1\CC Nodes\FVNID2 | Value: 1
      FVNID3 | Path: \B1\CC Nodes\FVNID3 | Value: 1
      FVNPROPSET | Path: \B1\CC Nodes\FVNPROPSET | Value: 1
      FVNSENTENCE | Path: \B1\CC Nodes\FVNSENTENCE | Value: 1
      FVNVARIABLE | Path: \B1\CC Nodes\FVNVARIABLE | Value: 1
      FVNVARTYPE | Path: \B1\CC Nodes\FVNVARTYPE | Value: 1
      GENBLKOP | Path: \B1\CC Nodes\GENBLKOP | Value: 1
      GENOVAL | Path: \B1\CC Nodes\GENOVAL | Value: 1
      GENSUBB | Path: \B1\CC Nodes\GENSUBB | Value: 2
      GENSUBS | Path: \B1\CC Nodes\GENSUBS | Value: 0
      GGSGGSN1 | Path: \B1\CC Nodes\GGSGGSN1 | Value: 1
      GGSGGSN2 | Path: \B1\CC Nodes\GGSGGSN2 | Value: 1
      GGSXMAX | Path: \B1\CC Nodes\GGSXMAX | Value: 1
      GGSXMAX1 | Path: \B1\CC Nodes\GGSXMAX1 | Value: 1
      GLOBSC | Path: \B1\CC Nodes\GLOBSC | Value: 2
      HASDECANT | Path: \B1\CC Nodes\HASDECANT | Value: 0
      HASDECANT1 | Path: \B1\CC Nodes\HASDECANT1 | Value: 0
      HASHEAT1 | Path: \B1\CC Nodes\HASHEAT1 | Value: 0
      HASHEAT2 | Path: \B1\CC Nodes\HASHEAT2 | Value: 0
      HASHEAT3 | Path: \B1\CC Nodes\HASHEAT3 | Value: 0
      HASHEAT4 | Path: \B1\CC Nodes\HASHEAT4 | Value: 0
      HASNOFRAC | Path: \B1\CC Nodes\HASNOFRAC | Value: 1
      HCLOCK | Path: \B1\CC Nodes\HCLOCK | Value: 0
      HCV | Path: \B1\CC Nodes\HCV | Value: 1
      HENRYL | Path: \B1\CC Nodes\HENRYL | Value: 1
      IDYNAMIC | Path: \B1\CC Nodes\IDYNAMIC | Value: 1
      IVENT | Path: \B1\CC Nodes\IVENT | Value: 0
      IVSPEC | Path: \B1\CC Nodes\IVSPEC | Value: 1
      IVUNIT | Path: \B1\CC Nodes\IVUNIT | Value: 2
      JDYNAMIC | Path: \B1\CC Nodes\JDYNAMIC | Value: 1
      KDYNAMIC | Path: \B1\CC Nodes\KDYNAMIC | Value: 1
      L2CP1 | Path: \B1\CC Nodes\L2CP1 | Value: 0
      L2CP2 | Path: \B1\CC Nodes\L2CP2 | Value: 1
      LDYNAMIC | Path: \B1\CC Nodes\LDYNAMIC | Value: 1
      LOCASC | Path: \B1\CC Nodes\LOCASC | Value: 2
      LOCKS | Path: \B1\CC Nodes\LOCKS | Value: 1
      LOGD50 | Path: \B1\CC Nodes\LOGD50 | Value: 1
      MDYNAMIC | Path: \B1\CC Nodes\MDYNAMIC | Value: 1
      MULTIODF | Path: \B1\CC Nodes\MULTIODF | Value: 0
      NMLD50 | Path: \B1\CC Nodes\NMLD50 | Value: 1
      NOTALLZERO | Path: \B1\CC Nodes\NOTALLZERO | Value: 1
      NOTALLZEROL | Path: \B1\CC Nodes\NOTALLZEROL | Value: 1
      NOTALLZEROS | Path: \B1\CC Nodes\NOTALLZEROS | Value: 1
      NOTTURE | Path: \B1\CC Nodes\NOTTURE | Value: 0
      ONE | Path: \B1\CC Nodes\ONE | Value: 1
      ONLY1DF1 | Path: \B1\CC Nodes\ONLY1DF1 | Value: 1
      ONLYONE | Path: \B1\CC Nodes\ONLYONE | Value: 2
      ONLYONE1 | Path: \B1\CC Nodes\ONLYONE1 | Value: 1
      ONLYONE3 | Path: \B1\CC Nodes\ONLYONE3 | Value: 1
      OPT1 | Path: \B1\CC Nodes\OPT1 | Value: 1
      OPTIONIC | Path: \B1\CC Nodes\OPTIONIC | Value: 1
      OPTIONLS | Path: \B1\CC Nodes\OPTIONLS | Value: 1
      OPTIONNP | Path: \B1\CC Nodes\OPTIONNP | Value: 1
      OVBYPAS | Path: \B1\CC Nodes\OVBYPAS | Value: 1
      OVDISTC | Path: \B1\CC Nodes\OVDISTC | Value: 1
      OVDISTC1 | Path: \B1\CC Nodes\OVDISTC1 | Value: 1
      OVGLBAL | Path: \B1\CC Nodes\OVGLBAL | Value: 1
      OVGLBAT | Path: \B1\CC Nodes\OVGLBAT | Value: 1
      OVGLBNZ | Path: \B1\CC Nodes\OVGLBNZ | Value: 1
      OVLDIST | Path: \B1\CC Nodes\OVLDIST | Value: 0
      OVLLOCM | Path: \B1\CC Nodes\OVLLOCM | Value: 0
      OVLOCAL | Path: \B1\CC Nodes\OVLOCAL | Value: 1
      OVLOCHV | Path: \B1\CC Nodes\OVLOCHV | Value: 1
      OVLOCNZ | Path: \B1\CC Nodes\OVLOCNZ | Value: 1
      OVLPRED | Path: \B1\CC Nodes\OVLPRED | Value: 0
      OVLPREM | Path: \B1\CC Nodes\OVLPREM | Value: 0
      OVLTABU | Path: \B1\CC Nodes\OVLTABU | Value: 0
      PSD1 | Path: \B1\CC Nodes\PSD1 | Value: 1
      PSDCNST | Path: \B1\CC Nodes\PSDCNST | Value: 0
      PSDCOM1 | Path: \B1\CC Nodes\PSDCOM1 | Value: 1
      PSDCOMA | Path: \B1\CC Nodes\PSDCOMA | Value: 1
      PSDDIST | Path: \B1\CC Nodes\PSDDIST | Value: 0
      PSDSPEC | Path: \B1\CC Nodes\PSDSPEC | Value: 0
      PSDSUBS | Path: \B1\CC Nodes\PSDSUBS | Value: 0
      RMODE | Path: \B1\CC Nodes\RMODE | Value: 1
      RRSBN1 | Path: \B1\CC Nodes\RRSBN1 | Value: 1
      RRSBN2 | Path: \B1\CC Nodes\RRSBN2 | Value: 1
      RRSBND63 | Path: \B1\CC Nodes\RRSBND63 | Value: 1
      RTOPT | Path: \B1\CC Nodes\RTOPT | Value: 0
      SBBYPAS | Path: \B1\CC Nodes\SBBYPAS | Value: 0
      SCMETH | Path: \B1\CC Nodes\SCMETH | Value: 1
      SFRC | Path: \B1\CC Nodes\SFRC | Value: 0
      SGEDIAM | Path: \B1\CC Nodes\SGEDIAM | Value: 2
      SGEND50 | Path: \B1\CC Nodes\SGEND50 | Value: 2
      SGEND63 | Path: \B1\CC Nodes\SGEND63 | Value: 2
      SGENEDER | Path: \B1\CC Nodes\SGENEDER | Value: 2
      SGENGGSN | Path: \B1\CC Nodes\SGENGGSN | Value: 2
      SGENGMV | Path: \B1\CC Nodes\SGENGMV | Value: 2
      SGENRRSBN | Path: \B1\CC Nodes\SGENRRSBN | Value: 2
      SGENSV | Path: \B1\CC Nodes\SGENSV | Value: 2
      SGENTS | Path: \B1\CC Nodes\SGENTS | Value: 0
      SGENTV | Path: \B1\CC Nodes\SGENTV | Value: 0
      SGGSGGSN1 | Path: \B1\CC Nodes\SGGSGGSN1 | Value: 1
      SGGSGGSN2 | Path: \B1\CC Nodes\SGGSGGSN2 | Value: 1
      SGGSXMAX | Path: \B1\CC Nodes\SGGSXMAX | Value: 1
      SGGSXMAX1 | Path: \B1\CC Nodes\SGGSXMAX1 | Value: 1
      SGSPEC | Path: \B1\CC Nodes\SGSPEC | Value: 1
      SGUNT | Path: \B1\CC Nodes\SGUNT | Value: 1
      SGVAR1 | Path: \B1\CC Nodes\SGVAR1 | Value: 1
      SGVAR2 | Path: \B1\CC Nodes\SGVAR2 | Value: 1
      SGVAR3 | Path: \B1\CC Nodes\SGVAR3 | Value: 1
      SHT01 | Path: \B1\CC Nodes\SHT01 | Value: 0
      SHT0F1 | Path: \B1\CC Nodes\SHT0F1 | Value: 0
      SHT1F1 | Path: \B1\CC Nodes\SHT1F1 | Value: 0
      SHT234 | Path: \B1\CC Nodes\SHT234 | Value: 0
      SHT3F2 | Path: \B1\CC Nodes\SHT3F2 | Value: 0
      SHT3F3 | Path: \B1\CC Nodes\SHT3F3 | Value: 0
      SHT3O2 | Path: \B1\CC Nodes\SHT3O2 | Value: 0
      SHT4F1 | Path: \B1\CC Nodes\SHT4F1 | Value: 0
      SHT4L1 | Path: \B1\CC Nodes\SHT4L1 | Value: 1
      SHT4L2 | Path: \B1\CC Nodes\SHT4L2 | Value: 0
      SHT4L3 | Path: \B1\CC Nodes\SHT4L3 | Value: 0
      SLID1 | Path: \B1\CC Nodes\SLID1 | Value: 1
        MIXED | Path: \B1\CC Nodes\SLID1\MIXED | Value: 1
      SLOGD50 | Path: \B1\CC Nodes\SLOGD50 | Value: 1
      SMENT | Path: \B1\CC Nodes\SMENT | Value: 0
      SMODE | Path: \B1\CC Nodes\SMODE | Value: 1
      SMSPEC | Path: \B1\CC Nodes\SMSPEC | Value: 1
      SNMLD50 | Path: \B1\CC Nodes\SNMLD50 | Value: 1
      SPAR | Path: \B1\CC Nodes\SPAR | Value: 1
      SRRSBN1 | Path: \B1\CC Nodes\SRRSBN1 | Value: 1
      SRRSBN2 | Path: \B1\CC Nodes\SRRSBN2 | Value: 1
      SRRSBND63 | Path: \B1\CC Nodes\SRRSBND63 | Value: 1
      SUBCHKT | Path: \B1\CC Nodes\SUBCHKT | Value: 2
      SUBDFIDE | Path: \B1\CC Nodes\SUBDFIDE | Value: 1
      SUBDFTOT | Path: \B1\CC Nodes\SUBDFTOT | Value: 1
      SUBDIST | Path: \B1\CC Nodes\SUBDIST | Value: 2
      SUBDIST1 | Path: \B1\CC Nodes\SUBDIST1 | Value: 1
      SUBLOCC | Path: \B1\CC Nodes\SUBLOCC | Value: 1
      SUBLOCM | Path: \B1\CC Nodes\SUBLOCM | Value: 2
      SUBLOCT | Path: \B1\CC Nodes\SUBLOCT | Value: 1
      SUBLOCV | Path: \B1\CC Nodes\SUBLOCV | Value: 1
      SUBPREC | Path: \B1\CC Nodes\SUBPREC | Value: 1
      SUBPREM | Path: \B1\CC Nodes\SUBPREM | Value: 2
      SUBTABU | Path: \B1\CC Nodes\SUBTABU | Value: 2
      TRYPSD | Path: \B1\CC Nodes\TRYPSD | Value: 0
      UCSH0 | Path: \B1\CC Nodes\UCSH0 | Value: 0
      UCSH1 | Path: \B1\CC Nodes\UCSH1 | Value: 0
      UCSH2 | Path: \B1\CC Nodes\UCSH2 | Value: 0
      UCSH3 | Path: \B1\CC Nodes\UCSH3 | Value: 0
      UCSH4 | Path: \B1\CC Nodes\UCSH4 | Value: 0
      UCSH5 | Path: \B1\CC Nodes\UCSH5 | Value: 0
      UNITLESS | Path: \B1\CC Nodes\UNITLESS | Value: 1
      UNITLESSSG | Path: \B1\CC Nodes\UNITLESSSG | Value: 1
      USEROVL | Path: \B1\CC Nodes\USEROVL | Value: 0
      USERSUB | Path: \B1\CC Nodes\USERSUB | Value: 0
      UTLNOTREQD | Path: \B1\CC Nodes\UTLNOTREQD | Value: 1
      UTLRED | Path: \B1\CC Nodes\UTLRED | Value: 1
      VAREXIST1 | Path: \B1\CC Nodes\VAREXIST1 | Value: 1
      VAREXIST2 | Path: \B1\CC Nodes\VAREXIST2 | Value: 1
      VFRAC | Path: \B1\CC Nodes\VFRAC | Value: 0
    Ports | Path: \B1\Ports | Value: None
      F(IN) | Path: \B1\Ports\F(IN) | Value: None
        AN-OUT | Path: \B1\Ports\F(IN)\AN-OUT | Value: AN-OUT
      HS(IN) | Path: \B1\Ports\HS(IN) | Value: None
      V(OUT) | Path: \B1\Ports\V(OUT) | Value: None
        O2-PROD | Path: \B1\Ports\V(OUT)\O2-PROD | Value: O2-PROD
      L(OUT) | Path: \B1\Ports\L(OUT) | Value: None
        S5 | Path: \B1\Ports\L(OUT)\S5 | Value: S5
      WD(OUT) | Path: \B1\Ports\WD(OUT) | Value: None
      HS(OUT) | Path: \B1\Ports\HS(OUT) | Value: None
    Connections | Path: \B1\Connections | Value: None
      AN-OUT | Path: \B1\Connections\AN-OUT | Value: F(IN)
      O2-PROD | Path: \B1\Connections\O2-PROD | Value: V(OUT)
      S5 | Path: \B1\Connections\S5 | Value: L(OUT)
    Comments | Path: \B1\Comments | Value: None
    Subobjects | Path: \B1\Subobjects | Value: None
      Hcurves | Path: \B1\Subobjects\Hcurves | Value: 1
      Ports | Path: \B1\Subobjects\Ports | Value: 1
    Stream Results | Path: \B1\Stream Results | Value: 1
      Display | Path: \B1\Stream Results\Display | Value: STREAMS
      Units | Path: \B1\Stream Results\Units | Value:  
      TFF File | Path: \B1\Stream Results\TFF File | Value: FULL
      Table | Path: \B1\Stream Results\Table | Value: 1
    Heat Results | Path: \B1\Heat Results | Value: 0
      Display | Path: \B1\Heat Results\Display | Value:  
      Units | Path: \B1\Heat Results\Units | Value:  
      TFF File | Path: \B1\Heat Results\TFF File | Value:  
    Work Results | Path: \B1\Work Results | Value: 0
      Display | Path: \B1\Work Results\Display | Value:  
      Units | Path: \B1\Work Results\Units | Value:  
      TFF File | Path: \B1\Work Results\TFF File | Value:  
    Power Results | Path: \B1\Power Results | Value: 0
      Display | Path: \B1\Power Results\Display | Value:  
      Units | Path: \B1\Power Results\Units | Value:  
      TFF File | Path: \B1\Power Results\TFF File | Value:  

======================================================================
RESEARCH COMPLETE
======================================================================
